序号,月报期数,产品分类（月报）,日期,召回数量,产品名称,标题,召回原因,危害源,危害情况,区域,链接,,,,,,,
,9,其他,2020/9/11,80,一次性口罩,【吉林】梨树县梨树镇汇康防护用品制造厂召回一次性防护口罩,由于过滤效率和防护效果达不到国家相关标准要求，会导致口罩阻隔飞沫、可吸入颗粒、粉尘等侵入的防护效果降低，过滤细菌、病毒等气溶胶的能力受影响，存在一定安全隐患。,过滤效率和防护效果,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200915_93298.html,,,,,,,
,9,其他,2020/9/11,300000,防护口罩,【广东】广东裕鑫丰智造电子科技有限公司召回部分KN95防护口罩,由于过滤效率不足和泄漏性不符合安全要求，可能导致口罩防护效果受影响，存在一定安全隐患。,滤效率不足和泄漏性,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200914_93271.html,,,,,,,
,9,其他,2020/9/11,1000袋,纸杯,【安徽】望江县双林贸易有限公司召回部分纸杯,由于市场需求，为了纸杯外观好看，在设计上杯口距杯身15mm内、杯底距杯身10mm内均有印刷，消费者在使用过程中，如接触到包装上印刷的油墨，可能会给人身健康产生一定影响，存在安全隐患。,印刷油墨,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200914_93272.html,,,,,,,
,9,日用杂品,2020/9/14,810提,面巾纸,【四川】成都居家生活造纸有限责任公司召回部分庭馨面巾纸,由于该型号中细菌菌落总数不符合要求，危害人身健康。 ,细菌菌落总数,危害人身健康,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200914_93283.html,,,,,,,
,9,其他,2020/9/14,192提,纸碗,【四川】四川惠尔美纸品有限公司召回部分鑫干喜纸碗,由于该型号中抗压强度不符合要求，存在安全隐患，极端情况下可能导致消费者烫伤。 ,抗压强度,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200914_93286.html,,,,,,,
,9,其他,2020/9/14,912提,纸碗,【四川】成都富亚包装有限公司召回部分汇力美纸碗,由于该型号中抗压强度不符合要求，极端情况下可能导致烫伤。 ,抗压强度,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200914_93296.html,,,,,,,
,9,儿童用品,2020/9/18,160401辆,儿童踏板车,上海莘威运动品有限公司召回B1-500踏板车,在特定情况下（站位靠前，通过较高障碍物）使用时，存在摔伤风险。,特定情况使用,摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200918_93329.html,,,,,,,
,9,其他,2020/9/18,50箱,塑料杯,【安徽】六安市尚杰好六福塑料制品有限公司召回部分加厚塑料杯（一次性）,由于在生产过程中负重性能未达标，可能会造成食品泄漏、散落，若装送高温食物时，极易造成烫伤，伤及使用者，影响消费者的人身安全。,负重性能,危害人身健康,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200921_93341.html,,,,,,,
,9,其他,2020/9/18,120台,喷射泵,【安徽】泗县金皖泵业有限公司召回部分尼龙螺杆喷射泵,由于设计缺陷，导杆、泵头连接处设计数据不匹配，当泵头内压力大于4公斤以上时，连接处有渗水现象，在使用中有可能会导致漏电，对消费者造成触电隐患。,设计缺陷,触电隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200921_93342.html,,,,,,,
,9,儿童用品,2020/9/18,20件,婴儿摇篮,【安徽】舒城县贝优梦实木童床厂召回部分婴儿摇篮产品,床垫最大高度或厚度标志不符合QB2453.1-1999标准规定，消费者使用过程中尤其在极端情况下，可能会发生婴幼儿翻倒摔伤的情况，存在安全风险。 ,床垫最大高度或厚度标志,翻倒摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200921_93343.html,,,,,,,
,9,儿童用品,2020/9/18,20件,童床,【安徽】舒城县陶氏儿童用品有限公司召回部分童床产品,床垫最大高度或厚度标志不符合QB2453.1-1999标准规定，消费者使用过程中尤其在极端情况下，可能会发生婴幼儿翻倒摔伤的情况，存在安全风险。 ,床垫最大高度或厚度标志,翻倒摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200921_93344.html,,,,,,,
,9,儿童用品,2020/9/18,5件,童床,【安徽】舒城县马河口育健儿童用品厂召回部分童床产品,床垫最大高度或厚度标志不符合QB2453.1-1999标准规定，消费者使用过程中尤其在极端情况下，可能会发生婴幼儿翻倒摔伤的情况，存在安全风险。 ,床垫最大高度或厚度标志,翻倒摔伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200921_93345.html,,,,,,,
,9,纺织品及服装鞋帽,2020/9/23,3000,防护帽,【安徽】砀山县安徽耐得新材料科技有限公司召回部分防护帽,由于产品警示标识项目不符合（GB24429-2009）标准要求，不能起到明显的警示作用，可能造成使用者的误操作，从而危及消费者人身健康安全。,警示标识,危害人身健康,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200923_93397.html,,,,,,,
,10,其他,2020/9/21,5920,一次性防护口罩,【吉林】吉林省自然蓝现代农业科技有限公司召回一次性防护口罩,由于过滤效率和防护效果达不到国家相关标准要求，会导致口罩阻隔飞沫、可吸入颗粒、粉尘等侵入的防护效果降低，过滤细菌的能力受影响，存在一定的安全隐患。,过滤效率、防护效果,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93508.html,,,,,,,
,10,其他,2020/9/21,7500,一次性防护口罩,【吉林】吉林省自然王国健康食品有限公司召回一次性防护口罩,由于过滤效率和防护效果达不到标准要求，会导致口罩阻隔飞沫、可吸入颗粒、粉尘等侵入的防护效果降低，过滤细菌的能力受影响，存在一定安全隐患。,过滤效率、防护效果,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93509.html,,,,,,,
,10,家用电器及电器附件,2020/9/25,9434,电视机,乐金电子（中国）有限公司召回OLED电视机,由于用于消除输入电源中杂质干扰的电容器（X-Cap）单品质量问题，引起电源板内的电流增加，从而引发过热问题。特殊情况下，可能会使电视机背板局部熏黑或熔融。,电容器,过热,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200925_93403.html,,,,,,,
,10,日用杂品,2020/9/25,15,万能胶,【北京】北京青云金百城建材厂主动召回部分万能胶产品,"由于生产环节和过程质量管理存在问题，导致总挥发性有机物、二氯甲烷、1,2-二氯乙烷、1,1,2-二氯乙烷、三氯乙烯总量项目不符合GB 18583-2008要求，可能会导致人员中毒，存在危及人身安全的不合理危险。","总挥发性有机物、二氯甲烷、1,2-二氯乙烷、1,1,2-二氯乙烷、三氯乙烯",安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200925_93406.html,,,,,,,
,10,纺织品及服装鞋帽,2020/9/25,3,羊绒衫,【北京】北京丹仕宝马服装有限公司主动召回羊绒衫产品,由于生产环节和过程质量管理管控不严，导致甲醛含量项目不符合国家标准要求，可能会对人身健康产生危害。,甲醛,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200925_93405.html,,,,,,,
,10,日用杂品,2020/9/28,470001,扫把,【浙江】浙江省30家生产企业主动召回47万余件缺陷消费品,拖把塑胶保护套易脱落，存在边缘锐利的不合理危险。产品在使用时，塑胶保护套脱落，造成把杆边缘锋利曝露，容易划伤人体，造成伤害。,保护套易脱落,划伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93510.html,,,,,,,
,10,儿童用品,2020/9/28,470001,学生用品,【浙江】浙江省30家生产企业主动召回47万余件缺陷消费品,邻苯二甲酸酯含量、笔的上帽安全项目不符合安全要求。中性笔、铅笔、橡皮擦邻苯二甲酸酯含量超标，使用时，过量的邻苯二甲酸酯通过呼吸或皮肤接触进入人体，影响人体正常的激素代谢，改变人体内激素水平，严重影响人体健康中性笔笔的上帽安全不符合标准要求，如小孩误吞食笔帽，会造成窒息危险。,邻苯二甲酸酯、笔的上帽安全,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93510.html,,,,,,,
,10,家用电器及电器附件,2020/9/28,470001,足浴按摩器,【浙江】浙江省30家生产企业主动召回47万余件缺陷消费品,出水口出水温度超标、外壳材料不耐热项目不符合安全要求。出水口出水温度超过标准限值，消费者在使用时可能会因水温过高，易烫伤皮肤外壳材料不耐热，产品长期使用易造成外壳变形引起绝缘性能下降，可能会导致消费者触电的危险。,出水温度超标、外壳材料不耐热,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93510.html,,,,,,,
,10,日用杂品,2020/9/28,470001,按摩器具,【浙江】浙江省30家生产企业主动召回47万余件缺陷消费品,电源连接和外部软线、软线焊接加工工艺项目不符合安全要求。电源软线线径不符合标准要求，长期使用会造成软线温升过高，绝缘性能下降，可能引起电器短路软线焊接采用单一固定方法，容易脱焊，造成电器短路，可能引发火灾的危险。,电源连接和外部软线、软线焊接加工工艺,火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93510.html,,,,,,,
,10,文教体育,2020/9/28,470001,跑步机,【浙江】浙江省30家生产企业主动召回47万余件缺陷消费品,标志、外部结构、附加的等级要求、紧急停止项目不符合安全要求。缺少提示象形标志，消费者可能因使用不当，造成人身机械伤害和电气安全事故跑步机表面边缘与后滚筒护罩的距离小于10mm（外部结构），使用时可能会造成人身伤害或第三者物理伤害脚踏平台宽度小于80mm，防滑表面宽度小于70mm（外部结构），会造成使用者踩踏空间不足，存在脚面同时踩踏运动部件和静止部件可能，导致摔倒附加的等级不符合安全要求，会造成使用者踩踏空间不足导致摔倒的危险紧急制动器操作开关不符合安全要求，会造成使用者不能及时启用紧急停止功能，导致人身受到伤害。,标志、外部结构、附加的等级要求、紧急停止,人身伤害,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93510.html,,,,,,,
,10,儿童用品,2020/9/28,470001,儿童安全座椅,【浙江】浙江省30家生产企业主动召回47万余件缺陷消费品,燃烧性能、导向环、头部移动量不符合安全要求。燃烧性能不符合标准要求，如发生意外不能及时阻燃导致儿童乘员没有足够时间逃脱座椅造成伤害导向环断裂，车辆如发生碰撞，可能会使儿童安全座椅失去对乘坐儿童的有效保护，造成人员伤害头部移动量不满足标准要求，机动车发生碰撞时，不能有效的保护儿童安全，冲击力会导致儿童头部、胸部受到伤害。,燃烧性能、导向环、头部移动量,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93510.html,,,,,,,
,10,家用电器及电器附件,2020/9/29,5,足浴器,【江苏】江苏富林医疗设备有限公司召回安全足浴器,1、产品说明书中缺少“如果液体从器具中流出，则不能再继续使用该器具”的警示说明，可能引起误用及不可预见的伤害2、产品正常工作时玻璃水管内表面与加热元件之间的绝缘为加强绝缘，玻璃破裂时，带电件直接与液体接触，液体带电，或长时间使用，绝缘能力降低、绝缘失效，均可能导致触电危险3、产品内部有接地端子，电源线中也有一根黄绿双色的接地导线，可能引起触电。,警示说明、绝缘性能、接地导线,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93491.html,,,,,,,
,10,儿童用品,2020/9/29,8260,中性笔,【广东】沃尔玛（中国）投资有限公司召回部分中性笔,虽有警示说明，但小零件警告语字体过小，且缺少“危险”、“警告”、“注意”等安全警示的小零件警告语，不容易引起消费者注意，可能造成因监护不当或误用而受伤的危险。,警示说明,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93492.html,,,,,,,
,10,家用电器及电器附件,2020/9/29,1000,插座,【广东】普宁市占陇龙哆宝电器厂召回部分移动式电源插座,由于在电气间隙、爬电距离、绝缘穿透距离、抗电强度等方面不符合安全标准要求，可能会产生电击触电危险，存在危及人身、财产安全的不合理风险。,电气间隙、爬电距离、绝缘穿透距离、抗电强度,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93494.html,,,,,,,
,10,家用电器及电器附件,2020/9/29,1000,插座,【广东】普宁市占陇亿珠香电器配件厂召回部分带电源适配器的延长线插座,由于在电气间隙、爬电距离、绝缘穿透距离、抗电强度等方面不符合安全标准要求，可能会产生电击触电危险，存在危及人身、财产安全的不合理风险。,电气间隙、爬电距离、绝缘穿透距离、抗电强度,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93496.html,,,,,,,
,10,纺织品及服装鞋帽,2020/9/29,30,男休闲鞋,【重庆】重庆市凯悦鞋业有限公司召回部分男休闲鞋,由于供应商提供的原材料原因，产品衬里和内垫耐摩擦强度项目不符合标准要求，存在健康安全隐患。,衬里、内垫耐摩擦强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93501.html,,,,,,,
,10,纺织品及服装鞋帽,2020/9/29,18,男士皮鞋,【重庆】璧山区兰惠鸟皮鞋厂召回部分男士皮鞋,由于供应商提供的原材料原因，产品勾心纵向刚度、勾心硬度、勾心长度下限值和勾心弯曲性能项目不符合标准要求，存在健康安全隐患。,勾心纵向刚度、勾心硬度、勾心长度下限值和勾心弯曲性能,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93502.html,,,,,,,
,10,纺织品及服装鞋帽,2020/9/29,25,男鞋,【重庆】璧山区浩利来皮鞋厂召回部分男鞋,由于供应商提供的原材料原因，产品衬里和内垫耐摩擦强度项目不符合标准要求，存在健康安全隐患。,衬里和内垫耐摩擦强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93503.html,,,,,,,
,10,纺织品及服装鞋帽,2020/9/29,20,男鞋,【重庆】璧山区牧马人皮鞋厂召回部分男鞋,由于供应商提供的原材料原因，产品存在衬里和内垫摩擦色牢度项目不符合标准要求，存在健康安全隐患。,衬里和内垫耐摩擦强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93504.html,,,,,,,
,10,纺织品及服装鞋帽,2020/9/29,18,男休闲鞋,【重庆】重庆市璧山区美多妮鞋业有限公司召回男休闲鞋,由于供应商提供的原材料原因，产品存在衬里和内垫摩擦色牢度（湿摩擦50次，级）项目不符合标准要求，存在健康安全隐患。,衬里和内垫耐摩擦强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202009/t20200930_93505.html,,,,,,,
,10,儿童用品,2020/9/30,40,儿童服装,【河北】顺平县鑫睿服装经销有限公司召回202014短袖汉服套装产品,由于在生产过程中绳带项目不符合标准，可能会产生给儿童带来机械性危害，比如勒伤、绊倒、窒息等的风险，可能使消费者生命安全造成伤害。,绳带,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93507.html,,,,,,,
,10,日用杂品,2020/9/30,3000,面巾纸,【安徽】安徽定发纸业有限公司召回部分抽取式面巾纸,生产过程管理中有疏漏环节或标志和说明未注明产品运输、贮存条件及注意事项，使产品易受环境的二次污染，导致在抽样检测中细菌菌落总数不符合GB/T20808-2011要求。消费者在使用该批次产品过程中，存在造成消费者皮肤、粘膜感染等疾病的风险隐患。,说明,皮肤、粘膜感染等疾病的风险隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93511.html,,,,,,,
,10,家用电器及电器附件,2020/9/30,564,插座,【广东】广东鼎能电器科技有限公司召回部分移桌面插座,由于在电气间隙、爬电距离、绝缘穿透距离以及发热要求等方面不符合安全标准要求，可能会产生电击触电危险和引起火灾危险，存在危及人身、财产安全的不合理风险。,电气间隙、爬电距离、绝缘穿透距离、发热要求,危害安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93512.html,,,,,,,
,10,家用电器及电器附件,2020/9/30,1000,插座,【广东】普宁市占陇澳利普电器配件厂召回部分移动式电源插座,由于在电气间隙、爬电距离、绝缘穿透距离、发热要求等方面不符合安全标准要求，可能会产生电击触电危险和引起火灾危险，存在危及人身、财产安全的不合理风险。,电气间隙、爬电距离、绝缘穿透距离、发热要求,火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93513.html,,,,,,,
,10,儿童用品,2020/9/30,21767,文具笔,【广东】中柏文具（惠州）有限公司召回部分文具笔,由于小双头记号笔的小头笔帽和彩色勾线笔的笔帽尺寸，笔帽空气通道面积和通气流量均过小，如果儿童不慎将笔帽吸入口中，可能出现笔帽堵塞气管引发窒息的危险。,笔帽尺寸,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93514.html,,,,,,,
,10,儿童用品,2020/9/30,18000,荧光笔,【广东】成田良品商业（深圳）有限公司召回部分双头荧光笔,由于未标明年龄警告的图标或警告语，容易导致消费者不正确使用，且小笔帽的笔帽尺寸，笔帽空气通道面积和通气流量均过小，如果儿童不慎将笔帽吸入口中，可能出现笔帽堵塞气管引发窒息的危险。,警示标识,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93515.html,,,,,,,
,10,家用电器及电器附件,2020/9/30,564,插座,【广东】广东至好电器有限公司召回部分智能创意插座,由于在电气绝缘、电气间隙、爬电距离、绝缘穿透距离、抗电强度以及发热要求等方面不符合安全标准要求，可能会产生电击触电危险和引起火灾危险，存在危及人身、财产安全的不合理风险。,电气绝缘、电气间隙、爬电距离、绝缘穿透距离、抗电强度以及发热要求,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93516.html,,,,,,,
,10,儿童用品,2020/9/30,3600,亮片笔,【广东】深圳市新奇趣科技有限公司召回部分时尚创意亮片笔,由于产品标识未标明年龄警告的标识和警告语，可能导致儿童在监护不当情况下误用而受伤的危险。,警示标识,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93517.html,,,,,,,
,10,家用电器及电器附件,2020/10/9,900,插座,【广东】深圳市特洛克科技有限公司召回部分USB圆形插排（带电源适配器）,由于工人操作不规范导致产品在导体的端接和发热要求等方面不符合安全标准要求，可能会产生电击触电和引起火灾危险，存在危及人身、财产安全的不合理风险。,操作不规范,火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93518.html,,,,,,,
,10,家用电器及电器附件,2020/10/9,1000,插座,【广东】普宁市占陇旭彬电器配件厂召回部分移动式多位插座,由于在在电气间隙、爬电距离、绝缘穿透距离、导体的端接等方面不符合安全标准要求，可能会产生电击触电危险，存在危及人身、财产安全的不合理风险。,电气间隙、爬电距离、绝缘穿透距离、导体的端接,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201009_93519.html,,,,,,,
,10,儿童用品,2020/10/10,180,儿童爬行垫,【江苏】江苏明德玩具股份有限公司召回儿童爬行垫,由于爬行垫边角经拉力测试时，在56.5N拉力下脱落，脱落部分可容入小零件筒，成为小零件，可能会被36个月以下儿童吞咽，有造成儿童窒息的危险。,小零件,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201012_93554.html,,,,,,,
,10,儿童用品,2020/10/10,170,婴儿车,【江苏】昆山市贝尔儿童用品有限公司召回部分多功能婴儿车,由于产品未通过稳定性测试，产品稳定性差，使用过程婴儿车容易倾翻，可能存在婴儿从车中跌落受伤的危险。,稳定性,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201012_93549.html,,,,,,,
,10,家用电器及电器附件,2020/10/10,5000,插座,【广东】普宁市驰伟电子科技有限公司召回部分智能安全插座,由于在电气间隙、爬电距离、绝缘穿透距离以及发热要求等方面不符合安全标准要求，可能会产生电击触电危险和引起火灾危险，存在危及人身、财产安全的不合理风险。,电气间隙、爬电距离、绝缘穿透距离、发热要求,火灾,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201013_93627.html,,,,,,,
,10,儿童用品,2020/10/12,200,儿童玩具,【北京】北京新新精艺礼品有限公司主动召回如意福鼠毛绒玩具（小号）产品,由于设计原因，导致毛绒玩具配套的小零件（毛球）不符合相关国家标准要求，容易脱落。如果儿童吞入，会导致窒息。,小零件,窒息,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201013_93628.html,,,,,,,
,10,其他,2020/10/14,8000,航空杯,【广西】南宁市欧亚辉源餐饮用品有限公司召回部分航空杯,由于在盛装了一定量的液体之后会出现较大变形甚至倒塌，难以拿捏住，若盛装热水容易造成烫伤等危险情形，存在安全隐患。,变形,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93896.html,,,,,,,
,10,日用杂品,2020/10/14,3405,钓鱼线,【上海】吴羽（中国）投资有限公司召回部分西格（Seaguar）牌钓鱼线,西格（Seaguar）品牌钓鱼线产品的绑带中可能会混入约2cm的针，如使用，对身体可能会造成伤害，存在安全隐患 ,产品混入,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201015_93749.html,,,,,,,
,10,家用电器及电器附件,2020/10/16,521,插座,【广东】深圳市奇胜电器照明有限公司召回部分五孔带2位USB插座,电气绝缘、电气间隙、爬电距离和绝缘穿透距离、抗电强度等方面不符合安全标准要求，可能会产生电击触电危险，存在危及人身、财产安全的不合理风险。,电气绝缘、电气间隙、爬电距离和绝缘穿透距离、抗电强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201019_93837.html,,,,,,,
,10,其他,2020/10/19,2000,八角杯,【安徽】定远县金宝龙纸塑制品有限责任公司召回部分200ML加厚八角杯,没有按照GB/T18006.1-2009标准要求，外包装袋标注的容量与杯子的实际容量偏差和负重性能不合格，受力易发生形变，存在危及消费者人身安全的隐患。,容量、负重性能,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93898.html,,,,,,,
,10,家用电器及电器附件,2020/10/19,500,锂离子电池,【安徽】天长市文宇电子有限公司召回部分锂离子电池,由于在生产过程中混入多余物，可能存在过热起火的安全隐患。,,起火,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93899.html,,,,,,,
,10,电子信息,2020/10/19,400,充电器,【安徽】天长市康来电子厂召回部分众非凡充电器,众非凡充电器没有按照T/TCDZ0001-2019《电动自行车用蓄电池充电器》标准要求，存在泄漏电流和电气强度的问题，对消费者使用存在安全隐患。,泄漏电流、电气强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93900.html,,,,,,,
,10,电子信息,2020/10/19,900,充电器,【安徽】天长市汇之星电子科技有限公司召回部分鑫凌霄充电器,鑫凌霄60V50Ah电动车专用充电器没有按照T/TCDZ0001-2019《电动自行车用蓄电池充电器》标准要求，存在电源连接和外部软线不符合上述团体标准，可能存在消费者错误使用的安全隐患。,电源连接、外部软线,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93901.html,,,,,,,
,10,电子信息,2020/10/19,800,充电器,【安徽】天长市超群电子厂召回部分雅鸽尔铅酸充电器,由于在生产过程中缺少防反接功能，可能存在消费者错误使用的安全隐患。,防反接功能,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93902.html,,,,,,,
,10,家用电器及电器附件,2020/10/19,50,洗衣机,【安徽】滁州现代电器有限公司召回部分全自动波轮式洗衣机,由于在生产过程中注塑搅拌料员工操作不当，将920-555牌号的塑料粒子当作700-314牌号的塑料粒子在使用，导致注塑出的塑料盖板强度降低，承受不了盖板冲击试验。可能存在机器运转工厂中塑料盖板破碎的安全隐患。,机械强度,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93903.html,,,,,,,
,10,其他,2020/10/19,15200,沙拉碗,【安徽】安徽德力日用玻璃股份有限公司召回部分福罗伦斯沙拉碗,存在的缺陷是耐热急变性能不合格，在温差骤变时易发生自爆现象，可能危及人身安全。,耐热急变性能,自爆,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201020_93904.html,,,,,,,
,10,家用电器及电器附件,2020/10/21,1200,插座,【广东】深圳市美致科技有限公司召回部分智能插座/转换器,由于在电气间隙、爬电距离和绝缘穿透距离方面不符合安全标准要求，可能会产生电击触电危险，存在危及人身、财产安全的不合理风险。,电气间隙、爬电距离和绝缘穿透距离,触电,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201022_93941.html,,,,,,,
,10,儿童用品,2020/10/22,20160,荧光笔和记号笔,【广东】广州市三横信息科技有限公司召回部分天色品牌荧光笔和记号笔,由于缺少GB 21027-2007安全标准中的标识和使用说明中的警告标识，如果儿童误用，可能引起人身伤害。,标识、警告,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201023_93966.html,,,,,,,
,10,其他,2020/10/23,1000,消防接口,【福建】龙岩龙安消防设备有限公司召回部分消防接口,由于基本尺寸（D1、D2）偏大，不符合国家标准要求，可能会出现救援时接口无法有效安装，延误救援的情况发生，存在一定的安全隐患。,尺寸,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201026_93969.html,,,,,,,
,10,儿童用品,2020/10/26,192,童鞋,【福建】晋江市陈埭下村万兴达鞋塑有限公司召回部分儿童运动鞋,由于鞋底重金属含量过高，不符合国家标准要求，儿童长期接触可能会对身体造成伤害。,重金属,受伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201026_93970.html,,,,,,,
,11,其他,2020/10/26,750,PPR冷热水专用管,【安徽】安徽宜家管业有限公司召回部分PPR冷热水专用管,由于生产过程不规范，导致管材静液压强度和熔融温度均不符合GB/T18742.2-2017标准要求，当水压过大或水温过高时，存在管材爆裂、漏水等隐患，危及消费者人身和财产安全。,静液压强度和熔融温度,人身和财产安全,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201027_94020.html,,,,,,,
,11,其他,2020/10/26,80,航空杯,【安徽】巢湖百乐塑胶制品厂召回部分航空杯,由于在生产过程中塑料加工工艺不达标，可能造成食物泄露，若装送高温食品时，极易造成烫伤的安全隐患。,塑料加工工艺,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201027_94022.html,,,,,,,
,11,其他,2020/10/26,180,航空杯,【安徽】安徽品客食品有限公司召回部分航空杯,由于在生产过程中杯底偏软，可能存在泄露食物或造成烫伤的安全隐患。,杯底偏软,烫伤,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201027_94023.html,,,,,,,
,11,其他,2020/10/26,634,一次性纸杯,【广西】广西迪倍诗纸品有限公司召回部分一次性纸杯,杯口距杯身15mm内有印刷，在使用过程中，杯身会频繁与人体嘴唇接触，印刷油墨中可能含有的苯和甲苯等有害物质会对人体健康造成不良影响，存在安全隐患。,油墨,安全隐患,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201029_94071.html,,,,,,,
,11,其他,2020/10/27,4000,一次性防护口罩,【黑龙江】齐齐哈尔市琳捷服饰制造有限公司召回一次性防护口罩,由于产品颗粒过滤效率（盐性介质）不合格，可能导致过滤效率低，导致产品防护效果不佳。,颗粒过滤效率（盐性介质）,防护效果不佳,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201028_94040.html,,,,,,,
,11,其他,2020/10/27,5000,一次性防护口罩,【黑龙江】齐齐哈尔鹏力科技有限公司召回一次性防护口罩,由于产品颗粒过滤效率（盐性介质）不合格，可能导致过滤效率低，导致产品防护效果不佳。,颗粒过滤效率（盐性介质）,防护效果不佳,,http://dpac.samr.gov.cn/xfpzh/xfpgnzh/202010/t20201028_94052.html,,,,,,,
