标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
百度极速账号存在异常,手机百度技术支持,"改善服务,恢复账号",我的百度极速账号：星儿满地金，在签到时提示账号存在异常，不能签到。反复无常，没有客服应答，一直没有解决。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916362/,已回复
金币一直在审核中。提现3元不到账。,手机百度技术支持,一直在审核,金币一直在审核。提现3元显示已发放却不到账 骗人吗。请你们快去解决好吗。你们要审核一辈子吗,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916222/,已回复
不让提现,手机百度技术支持,"赔偿,解释,作出处罚,道歉",9月11号邀请的好友，一天了一直审核，然后投诉了之后通过，后来去提现看到的是今日份数已用完，然后我等到次日的凌晨十二点去提现看到的还是今日份数已用完，真是大无语，没有一点诚信还在这做虚假广告，亏百度还是一个大公司，竟然能做出这种恶心的事,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354916139/,已回复
账号异常,手机百度技术支持,"解释,恢复账号,撤销处罚",突然账号异常，金币不到账，无法签到，无法提现,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354903199/,已回复
提现超过35小时未到账,手机百度技术支持,改善服务,申请的3元提现一直未到账，导致后面我二十多元一直提现不了。好友提现的都到了。就我的一直没有到。客服只有机器人，人工服务三小时都不回信息。,2021-09-12,https://tousu.sina.com.cn/complaint/view/17354909311/,已回复
盲盒发货,手机百度技术支持,发货,尽快发货。收了运费不发货。发货发货发货发货发货发货,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354920515/,已回复
逾期不发货,手机百度技术支持,发货,欺骗消费者 逾期不发货 客服不理人 服务态度差,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354922045/,已回复
chillian app 免费盲盒活动不发货,手机百度技术支持,"改善服务,解释,发货",该app利用邀请新用户免费的盲盒活动来吸引消费者注册app。app没有客服专员与消费者联系 所以不知道去哪里催促发货。在活动结束后却迟迟不发货 存在虚假宣传 迟不发货 恶意引流的嫌疑。,2021-09-13,https://tousu.sina.com.cn/complaint/view/17354924373/,已回复
百度极速版无故冻结账户不给予对现,手机百度技术支持,"退款,赔偿,恢复账号",存在异常情况 您的金币和余额已被冻结 ，未做出什么违规行为,2021-09-07,https://tousu.sina.com.cn/complaint/view/17354831616/,已回复
提现订单一直显示处理中,手机百度技术支持,改善服务,百度极速版提现成功后一直显示处理中，明明已到账，让我一直无法提现下一笔,2021-09-06,https://tousu.sina.com.cn/complaint/view/17354804230/,已完成
