标题,投诉对象,投诉要求,投诉内容,投诉时间,投诉链接,投诉进度
恶意商家，购买口罩，虚假发货。标记发货却迟迟不发。,阿里客服,"赔偿,道歉,作出处罚",本人于2021-8-6日凌晨00:04:48下单口罩一份。8-6日，09：05:52商家标记发货，到现在已经13号了，整整七天多过去了，还是待揽收，没有发货。构成虚假发货。 期间联系过客服，第一次客服说因为疫情，导致口罩缺货，不能及时发货。昨天又说因为河南洪涝灾害再次来了，所以不能发货。首先。因为疫情缺货了，为什么还要报名参...,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354429833/,处理中
销售伪劣假冒产品,淘特官博,赔偿,本人于8月15日购买淘特上的五只装中国队奥运会口罩，于8月18号本人在微博上看见中国队东京奥运会口罩赠送方表面没有对外销售，此时我意识到我疑似买到了伪劣假冒产品，本人是淘特的忠实消费者，没想到在此买到了假货，伪劣假冒产品对社会危害巨大，我在此是拒绝的，不仅违规使用国旗和奥组委标志还侵犯了朋来公司的知识...,2021/8/23,https://tousu.sina.com.cn/complaint/view/17354583933/,处理中
健客网创办虚假活动，非法获利，恶意套用用户信息,健客网_网上药店,"赔偿,道歉,作出处罚,发货",在健客网于2021年8.1号下单云南白药牙膏以及口罩，至今2021.8.19号未发货，客服推辞催促，19天未任何动静，不发货，不处理，不退款，平台创办虚假活动，非法获利，恶意套用用户信息。 如果仍不处理，将继续向12315，以及广州市黄埔区市场监督管理局投诉，将维权进行到底。,2021/8/19,https://tousu.sina.com.cn/complaint/view/17354522457/,已回复
申请退款店家不做为,阿里健康客户服务,"退款,作出处罚,改善服务",我花13.7购买了口罩，但是包裹一直是等到物流公司揽收的状态也就是包裹还是在自己公司，我申请退款了，店家说已经告诉物流公司拦截快递，但是快递根本没在物流公司，而且整个沟通过程非常艰难，回复的特别慢，没有认真的解决，都是敷衍了事！,2021/9/3,https://tousu.sina.com.cn/complaint/view/17354764183/,处理中
健客网创办虚假活动，非法获利，恶意套用用户信息,健客网_网上药店,"赔偿,道歉,作出处罚,改善服务,解释,发货",在健客网于2021年8.1号下单云南白药牙膏以及口罩，至今2021.8.12号未发货，客服推辞催促，12天未任何动静，不发货，不处理，不退款，平台创办虚假活动，非法获利，恶意套用用户信息。 如果仍不处理，将继续向12315，以及广州市黄埔区市场监督管理局投诉，将维权进行到底。,2021/8/25,https://tousu.sina.com.cn/complaint/view/17354621339/,已回复
买回来的商品跟图片完全不一样,快手小客服,退款,是通过快手广告连着点到的，看到了这款东西，就想着价格确实不贵，还是3D立体口罩，谁知道收到的却不跟他们说的一样，他们那上还显示可以七天无理由退货退款呢，今天申请的售后退款退货他们却给我驳回了！他们这样纯属于商业推销手段，欺骗广大消费者的行为！,2021/8/16,https://tousu.sina.com.cn/complaint/view/17354477624/,已完成
商家承诺48小时内发货，8号购买的口罩至今19号尚未收到，无人处理！,天猫,"赔偿,道歉,作出处罚,改善服务",8月8号中午在天猫‘益博纳旗舰店’下单儿童口罩，8月11号发现未发货，客服说48小时内发货，当时已经过了48小时；发货几天后看不到快递动态，客服又说因为疫情。下单时并没有说过疫情问题，直到17号，还在等待揽收状态，每次询问客服一上来就推销其他东西，提到问题就装死，听完问题就跑路，从来没有积极主动地了解情况，也...,2021/8/19,https://tousu.sina.com.cn/complaint/view/17354524628/,处理中
豪客来无视防疫要求且投诉无门,豪客来_Houcaller,"解释,改善服务",我们在下午四点钟左右进厦门老虎城店。想要小朋友的宝宝餐具，被店员告知没有。自选水果区没有什么东西，希望店员补充，被告知这个时候没有人切水果。如果非就餐高峰进店就意味着服务多重维度的大打折扣，那么此时段的菜金是否应该也打些折扣呢？ 最最最无法容忍的是抗疫时期，店员竟然没有佩戴口罩。家人询问为什么不戴...,2021/8/15,https://tousu.sina.com.cn/complaint/view/17354460014/,已完成
滴滴平台不分青红皂白，乘客说还就是黑，说白就是白，完全不把司机当回事,滴滴出行客服,"撤销不公平的判责结果,撤销不公平的判责结果",我接到这个订单跑了2.2公里到达乘客起点，乘客没戴口罩，疫情期间医院出来的乘客没戴口罩我不敢载，就要乘客取消了订单，乘客取消订单问我为什么要两块钱的空驶费，我说这是平台制定的我不知道，乘客可能是为了不出那两块钱空驶费，就捏造事实说我加价议价，滴滴平台也就不分青红皂白听信乘客的一面之词，判定我的责任，...,2021/8/22,https://tousu.sina.com.cn/complaint/view/17354572109/,已回复
拼多多口罩虚假宣传，欺骗客户，客服不予处理,拼多多客户服务,"退款,赔偿,道歉,作出处罚,改善服务","我于2021年9月5日日从拼多多网店铺名为“朵一服饰店”花了0元购入儿童口罩，经到货发现该执行标准为GBT-38880-2020,经网_上查阅，该执行标准的口罩只适用于6-14周岁儿童使用，该商家页面宣传称0-3岁使用，存在虚假宣传，多次与商家协商无果，现按照《中华人民共和国消费者权益保护法》第五十五条规定: 经营者提供商品或者...",2021/9/5,https://tousu.sina.com.cn/complaint/view/17354791293/,处理中
饿了么阿里健康自营大药房(快递点),饿了么客户关怀,"赔偿,发货",本人于2021年8月1日在饿了么阿里健康大药房(快递店)买了50只口罩，后由于本人所在地疫情的原因，快递公司将本人的快递退回了商家，快递公司要本人联系商家重新发或者退款，但是商家在该app上留的电话均无法联系上，所以无法重发和退款。本人的诉求就是重新发或者退款二选一。,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354401619/,已完成
卖家发错货 一开始不承认 没有道歉 态度巨差,阿里客服,重新发货,我买的玉桂狗口罩 他给我发错了 一开始拒不承认自己发错了 后来就阴阳怪气的要求我退货退款 没有道歉 态度非常不好 并没有对自己发错货对我感到抱歉 非常耽误我的时间 甚至一开始并没有客服回复我 我说我要投诉了才开始回复 客服一直要求我退货退款 我没有说要退货退款 我并觉着他们犯的错要让我买单 来来回回好几天的耽...,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354437285/,处理中
中条大街壹谷多店服务态度极差，无耐心,壹谷多,"道歉,改善服务",每月18日，为会员日，全场东西6.5折，但钱不是从卡里扣，需要现金支付，起初我并不知情，知道后由于现金不够，所以将蛋糕换成了了便宜的一款，并且多确认了两三遍能否从卡里扣钱，后一位身穿白色工服，戴口罩，白色帽子的女士，语气非常不耐烦，态度极差，双眉紧锁，并将我排到后面结账,2021/8/18,https://tousu.sina.com.cn/complaint/view/17354505372/,待分配
外卖拿不到还退不了钱,美团网客服小美,退款,说是小区封闭管理，我好几天没有点外卖，早上遛狗看到楼下趴着几个外卖员，问怎么进来的，他说隔壁小区封了在我们小区进来拿隔壁小区商家外卖，有口罩健康码行程码就能进，然后我点了外卖他进不来，我问他为什么他说十一点才能进，我说你晚点给我送也行他不愿意我就退了,2021/8/24,https://tousu.sina.com.cn/complaint/view/17354609873/,已完成
水沉花实体批发售卖假货,阿里客服,"赔偿,道歉,作出处罚,改善服务,解释,修改宣传内容",2021.8.20 我在水沉花实体批发这个网店购买了 韩国kf94口罩 20但商家只发了10只 后续我看到 该包装全部都是韩文 没有中文标识 顾询问商家 但商家不做解释 把我拉黑 并威胁我 知道我的地址 要请我 “喝茶” 后续把我拉黑 无奈投诉,2021/9/7,https://tousu.sina.com.cn/complaint/view/17354820262/,处理中
在滴滴平台打车却在毫不知情的情况下信息被滴滴共享给第三方网约车平台,滴滴出行客服,"解释道歉,赔偿,处罚",我在支付宝滴滴小应用上打车，平台却将我分配到一个没有摄影头，司机不带口罩的第三方平台，且该平台司机侵吞了我价值1000+的苹果蓝牙耳机，滴滴平台和第三方打车平台互相推卸责任，第三方平台连自己的司机都联系不上。,2021/9/13,https://tousu.sina.com.cn/complaint/view/17354920973/,已回复
淘宝特价版app的商家sell小卖部售卖假货奥运口罩并下架商品不回复信息,阿里客服,赔偿,本人于第三方购物软件（淘宝特价版）看到标题为正品奥运会专用口罩，于是进入链接中购买奥运口罩20只，收货后被告知该生产企业仅为奥运会运动选手提供，市面上所售均为假货。在与卖家联系过程中，卖家回复冷淡并且发现该商家店铺中所有商品均已下架，于是我作为消费者无法合理维护自身权益。本人强烈要求按照《消费者权...,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354368346/,处理中
美团优选发的货都是破损,美团网客服小美,"退款,赔偿,道歉,作出处罚,改善服务,解释",8月12号在美团优选买的两款口罩，一个是盒装一个是袋装，盒装的里面直接是不密封的，袋装的是损失的，投诉到美团优选客服告诉我如果怕就退货，疫情的情况下，请问美团优选是如果监管的，客服人员都是那么牛逼？盒装都是不密封的，让我买袋装的，还说不会有损失的东西到客户手上,2021/8/20,https://tousu.sina.com.cn/complaint/view/17354535900/,已完成
我没有在花小猪平台上私下交易,花小猪打车官方客服,"退款,改善服务,解释道歉,恢复账号",我没有在花小猪平台上私下交易，花小猪平台可以核实信息，每次都是乘客取消订单，或者乘客没戴口罩自己取消了，花小猪平台不在核实信息的情况下就就私自扣款127.88元，还给我暂停服务了，我这么相信花小猪平台，我遵守平台规则，按时接单，从不拖延时间。我希望花小猪平台快点处理问题。,2021/9/13,https://tousu.sina.com.cn/complaint/view/17354923987/,已回复
疫情期间司机抽烟，不佩戴口罩，多绕路,阳光出行官方账号,"退款,解释道歉,赔偿,处罚",在8月4号，上午，我用百度地图打车，我本来要去河南省省立医院，去做核酸检测，其司机以位置远拉着我去到郑州大学附属中心医院去，当时疫情非常严重，司机并未佩戴口罩，并且在车上全程抽了4根烟，同样的路程我回来的时候我用美团打车，只花费了20多元，价格差了30元！！！因为我人身受到了危害，万一感染了新冠谁负责？...,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354336562/,已完成
连城县阳郏沛百货店售卖这款2021新款口罩,抖音短视频,赔偿,我在这款假冒伪劣产品北京朋来制药有限公司已经发布了声明这种假冒的产品已经违反了国家广告法第九条的规定变相使用售卖这种的产品已经影响到了国家的形象红色五星口罩被人扔在地上被无数的人踩着我们祖国的红旗严重的影响了国家形象还请处理,2021/8/19,https://tousu.sina.com.cn/complaint/view/17354523844/,已完成
云盛信用以信用额度诱导下载app，强制进入付款页面，带口罩的情况下被支付宝强制支,云盛信用,"退款,赔偿,作出处罚,下架产品",2021年9月14日，因乘坐火车，无意打开支付宝app，推荐了云盛信用，提示自己有65000元额度，岁后诱导下载app，根据提示居然进入到付款页面，不小心点开后，被支付宝强制付款298元，因为带着口罩被强行支付，严重侵犯本人权益,2021/9/15,https://tousu.sina.com.cn/complaint/view/17354957732/,待分配
银疫情严重影响，娱乐场所关门，实在不敢去,亲子周末公众号,退款,在平台购买了2张3次卡，7月分别使用了1次，鉴于目前疫情严重，申请退款，客服称未使用可退款，那为什么使用了一次不能，一样都是疫情的情况，不想冒着危险去，不可能说戴着口罩游泳吧，水里还会滋生细菌,2021/8/16,https://tousu.sina.com.cn/complaint/view/17354471931/,待分配
疫情期间司机抽烟，不佩戴口罩，多绕路,阳光出行官方账号,"退款,解释道歉,赔偿,处罚",在8月4号，上午，我用百度地图打车，我本来要去河南省省立医院，去做核酸检测，其司机以位置远拉着我去到郑州大学附属中心医院去，当时疫情非常严重，司机并未佩戴口罩，并且在车上全程抽了4根烟，同样的路程我回来的时候我用美团打车，只花费了20多元，价格差了30元！！！因为我人身受到了危害，万一感染了新冠谁负责？...,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354336562/,已完成
骗人投保,泰康保险集团,退保,在医院门口领取口罩，弹出填写身份证和手机号码的信息，误以为要填写这些信息才能领取口罩，输入号码后随即收到投保成功的短信。我并没有购买保险的意愿，在不知情的情况下，被以欺骗的手段投了保，而且在其“泰生活APP”上还不能自行解除合同。现本人要求泰康公司予以退保。,2021/7/13,https://tousu.sina.com.cn/complaint/view/17354007605/,已完成
欧牌家居生活优惠馆虚假宣传 ，高价售卖假冒奥运会口罩,拼多多客户服务,"赔偿,作出处罚",我原本在不知情的情况购买了这款奥运会口罩 ，商家的货品标题也标注是正品，结果我在后来的官方自媒体中得知，所有在售卖的奥运会口罩都是假货，这构成了虚假宣传，还违反了广告法，国旗法，消费者权利保护法第55条 第五十五条经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其受到的损失，增加赔偿...,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354400277/,处理中
商家虚假发货，延迟发货，京东保护商家利益，不给任何补偿,京东客服,"赔偿,道歉,作出处罚",新冠疫情形式严峻下，为了自己及大家的生命安全，于8月2日京东下单购买防疫口罩。商家承诺24小时发货，商家为了防止被处罚，虚假发货，只是上传了快递单号一直不发货，经过投诉，商家迫于压力8月6日才发货。口罩一共花了14元，我要求三倍赔偿，但是京东客服来电话判定商家不违规不违法。原因是因为经过自己各种红包减免...,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354397145/,已回复
健客网侵吞消费者订单款距不发货,健客网_网上药店,发货,健客网于2021年8.1号下单板蓝根颗粒以及口罩，至今2021.8.12号未发货，客服推辞催促，12天未任何动静，不发货，不处理，不退款，平台创办虚假活动，非法获利，恶意套用用户信息。 如果仍不处理，将继续向12315，以及广州市黄埔区市场监督管理局投诉，将维权进行到底,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354422508/,已完成
商家虚假发货,阿里客服,"赔偿,道歉,作出处罚,解释,发货",本人于8.5号在淘宝上面的天猫水灵水靓旗舰店购买儿童口罩。在8.7号的时候物流显示已发货，快递已离开广东深圳物流公司，可到了今天8.13号，快递还在这里，也就是原地不动，9天了，这是怎么回事。 我找客服，客服告诉我可能还没有发货，这就是虚假发货，欺骗消费者。,2021/8/13,https://tousu.sina.com.cn/complaint/view/17354424225/,处理中
机场没带口罩，领个口罩，给我干个保险，也是醉了,泰康保险集团,"改善服务,下架产品,取消保单",打客服电话，推脱说要去微信上关注公众号，后面打电话又说不可以自己取消，必须要等时间到了才行,2021/7/5,https://tousu.sina.com.cn/complaint/view/17353903176/,已完成
滴滴快车司机无故拒载,滴滴出行客服,"改善服务,解释道歉",8月10日下午14:10左右，打了一辆快车，本人及同行者佩戴口罩，并且等车的位置没有禁停标识，也没有违停拍照相机，是个居民小区的门口，社会车辆天天出入，临时停几秒钟上车甚至连非机动车都影响不到，同样的位置还有货拉拉车辆在卸货，由此可见，能拒载的原因排除，不是疫情期间没戴口罩，也不是不能停车，司机不听解释...,2021/8/10,https://tousu.sina.com.cn/complaint/view/17354391055/,已完成
被扣服务分,滴滴出行客服,改善服务,7月7号一笔订单客人迟到并不佩戴口罩。疫情防控期间。我关闭了订单。已经报备。滴滴平台判我有责。 滴滴叫司机带口罩乘客不带。报备还要被扣分。这样的平台太不作为了。 希望帮我明查……,2021/7/8,https://tousu.sina.com.cn/complaint/view/17353946857/,已完成
重庆青柠记忆泰式海鲜火锅,巨量引擎,"道歉,作出处罚,解释,下架产品",1.店内服务差进店近20分钟没有人管2.用团购区别对待3.部分服务员不带口罩上菜对菜品说话4.诬赖顾客三个人用餐，实际是两个人5.在团购评价里面怼消费者，态度极其嚣张,2021/7/24,https://tousu.sina.com.cn/complaint/view/17354160559/,已回复
已经发布的假冒伪劣产品怎么能流入市场依旧逍遥生命源爱之道旗舰店,阿里客服,赔偿,这款假冒伪劣产品北京朋来制药有限公司已经发布了声明这种假冒的产品已经违反了国家广告法第九条的规定变相使用售卖这种的产品已经影响到了国家的形象红色五星口罩被人扔在地上被无数的人踩着我们祖国的红旗严重的影响了国家形象还请处理好,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354373340/,处理中
拼多多商家虚假发货，官方强制退款,拼多多客户服务,"赔偿,道歉,作出处罚,改善服务,解释",8月2日在拼多多伊蒙官方旗舰店买了100个口罩，订单号210***-092421540580***。卖家虚假发货东西一直没有物流信息，8月7号我申请投诉，官方强制退款我，没有任何答复，现在本人诉求按照消费者保护权益第五十五条规定予以赔偿。,2021/8/8,https://tousu.sina.com.cn/complaint/view/17354358297/,处理中
拼多多平台销售假冒伪劣产品,拼多多客户服务,"赔偿,作出处罚,解释,下架产品",平台店铺销售假冒产品冒充正版奥运口罩，并且打上了奥运五环以及中国国旗的logo，商家知假售假，并且叫嚣着不能处理，拼多多客服专员袒护商家不予处罚，并且不承认商家有售假行为，拒绝出示商家的营业执照，并且拒绝官方承诺的假一赔十。,2021/8/7,https://tousu.sina.com.cn/complaint/view/17354351883/,处理中
投诉泰康人寿保险强行要求买保,泰康保险集团,"退款,赔偿,道歉",在西安太乙路地铁站，因为说免费领口罩，结果误打误撞强行生成了一份保险，现在要求退,2021/7/11,https://tousu.sina.com.cn/complaint/view/17353982606/,已完成
司机态度恶劣，等不耐烦，拒绝我上车让其取消，故意让我到了才说，并当众大街辱骂我,高德地图客户服务团队,处罚,电话中不说清楚，等到了地点拒绝我上车，只是等不到十分钟，态度恶劣让我取消，在其大街上辱骂我，叫嚣动手，我着急赶时间，取消了订单，不然一定发生冲突。全程没戴口罩，武汉疫情期间没有公共安全意识，你们平台培训是给谁看的,2021/8/7,https://tousu.sina.com.cn/complaint/view/17354347256/,已完成
拼多多玛丽家居用品售卖假货，拼多多官方客服未经我同意直接为我申请退款,拼多多客户服务,"赔偿,道歉,作出处罚",拼多多店铺玛丽家居用品销售“奥运口罩”均为假冒伪劣(无中国奥委会官方授权/国旗使用违法违规/无生产厂名/无生产厂址/无生产卫生许可证编码等)产品，找商家协商已读不回，去找官方客服，官方客服未通过我本人同意给我申请退款。,2021/8/6,https://tousu.sina.com.cn/complaint/view/17354342488/,处理中
强制投保,泰康保险集团,退保,急着赶高铁，扫码领免费口罩的时候不小心点到输入身份证和名字，发现不对劲退出来的时候已经来不及了，马上发了个短信过来提示投保成功,2021/7/17,https://tousu.sina.com.cn/complaint/view/17354064525/,已完成
强制投保,泰康保险集团,退保,急着赶高铁，扫码领免费口罩的时候不小心点到输入身份证和名字，发现不对劲退出来的时候已经来不及了，马上发了个短信过来提示投保成功,2021/7/17,https://tousu.sina.com.cn/complaint/view/17354064525/,已完成
淘宝 天猫 阿里健康大药房,阿里客服,"作出处罚,补发赠品",8月1号买的口罩，下了两个订单，一个是按正常价钱买的，一个是一块钱换购的，结果，正常价钱买的早早就发货了一块钱换购缺迟迟不发货，一问客服就说让理解会发的，明明她她们自己说48小时发货这都两个48小时连动静都没有，一催客服，连说催快递都没有,2021/8/4,https://tousu.sina.com.cn/complaint/view/17354317945/,处理中
拼多多solo sunny 官方旗舰店,拼多多客户服务,退款,本人一直出差在外 购买的口罩一直没有时间处理 吊牌未拆 现在申请友好协商退货退款 商家有退货包运费险 一直在保护期 可是商家以七天无理由退款为由 不给我退货 我只是人在外地 没法处理这个订单 另外退货险一直在保护期 希望平台帮忙解决一下 退款,2021/8/3,https://tousu.sina.com.cn/complaint/view/17354293425/,处理中
投诉sfc上影影城百联惠南店 驱赶顾客 未落实防疫规定,SFC上影影城,解释,2021年7月10日11时30分，本人至sfc上影影城百联惠南店准备观看电影，因孩子未吃饭故携带了食物。当日值班经理告知观影过程不能吃东西，故我让孩子在看电影之前在大厅吃了几口食物（并非有很大味道的食物）。期间，值班经理过来让我们出去到外面去，态度恶劣，并说要给我们退票。询问原因，告知吃东西会摘口罩，可当时大...,2021/7/10,https://tousu.sina.com.cn/complaint/view/17353966743/,处理中
疫情期间，滴滴平台打车司机与拼友均为佩戴口罩,滴滴出行客服,解释道歉,司机与拼友均未佩戴口罩，下车后联系滴滴平台客服，有在线客服与我打电话沟通，态度很差，以下大概为我与电话客服沟通内容： 我：司机未佩戴口罩，是滴滴平台不要求司机佩戴了吗？ 客服：国家根据地区要求，没有规定司机必须佩戴口罩，但是我们滴滴平台要求司机佩戴了 我：可是现在司机未佩戴口罩，而且中途接的拼友是从...,2021/7/5,https://tousu.sina.com.cn/complaint/view/17353903284/,已完成
拼多多得力旗舰店卖高仿假货,得力,"解释,赔偿",前几天在拼多多得力文具官方旗舰店购买得力19380型号口罩，因为前期有在淘宝旗舰店买过感觉质量还不错，看拼多多便宜一些就在拼多多买了。结果到货以后发现包装明显没有淘宝的好，而且内包装与拼多多店铺挂的宣传照片不一样，包装有明显色差，隔离病毒细菌文字变成预防细菌。包装内口罩比淘宝买的薄很多，而且制作工艺不...,2021/8/3,https://tousu.sina.com.cn/complaint/view/17354292590/,已完成
本人买了8月15号武汉飞海口的五张机票，三个未成年人，由于疫情原因，想退票,首都航空,退费,疫情越来越严重，三个孩子的老师每天在群里要求我们不要出去，去了哪里都要报备，回来必须隔离，票是提前买的，大家都相应国家号召尽量不出门，首航的客服说退票扣百分之六十的手续费，他们都是正常操作，理解不了为什么还有半个月还要扣这么多，我五岁的孩子害怕口罩戴不住，希望有关部门能尽快解决,2021/8/1,https://tousu.sina.com.cn/complaint/view/17354275471/,已完成
阿里健康大药房 虚假发货,阿里健康客户服务,发货,本人于7.30通过淘宝平台在阿里健康大药房购买口罩200只，阿里健康大药房显示当天东西已发出。本人于8.1查看物流，商品属于待揽收状态，期间本人一直联系该商家，收到的全是自动回复。且商家对该商品下架。 我有理由怀疑商家是因为疫情反复，想提升口罩价格，从而单方面取消本次发货。即使物流出问题，也没有任何一个人主...,2021/8/1,https://tousu.sina.com.cn/complaint/view/17354272842/,处理中
泰康人寿在我不知情的情况下给我投保,泰康保险集团,"解释,道歉,退保",我只是扫码领口罩。泰康人寿在我不知情不同意的情况下给我投保险，我要求立刻退保道歉,2021/7/10,https://tousu.sina.com.cn/complaint/view/17353963654/,已完成
淘宝和商家造谣快递不再送往南京,阿里客服,"赔偿,道歉,作出处罚",在我购买商品后，淘宝和商家以南京疫情为由告诉我快递不再送往南京地区，导致我五六天未能购买生活必须品包括口罩，直到今天我问了当地快递，快递说一直是可以送往南京的没有停运。我不要求赔偿，我只想知道淘宝和商家这种造谣应不应该受到处罚,2021/7/31,https://tousu.sina.com.cn/complaint/view/17354254739/,处理中
移动9.9福袋口罩虚假发货，无物流信息，在线客服不回复，涉嫌诱导付费欺诈,中国移动10086,退款以及合理解释,6/29看到上海移动活动推广9.9福袋有1G流量加10个口罩，适逢月末流量不够就订购了，已经4天了，未收到口罩，移动给的物流信息为虚假发货信息，查询无该物流信息，向在线客服咨询，一直等待状态，无回复无解释！移动此行为涉嫌以假的赠送口罩的宣传诱导消费者购买流量，现要求移动退还相关费用并给出合理解释，希望不要有...,2021/7/3,https://tousu.sina.com.cn/complaint/view/17353867949/,已完成
淘宝网上购买防晒口罩，收到空包裹，商家拒绝退款,阿里客服,"退款,赔偿,道歉,作出处罚,改善服务",淘宝网上购买防晒口罩，收到空包裹，商家拒绝退款。当时我问快递员，他也说感觉奇怪，怎么发了个空袋子（包裹并无破损）。让我联系商家，商家处理缓慢，并拒绝退款。,2021/7/21,https://tousu.sina.com.cn/complaint/view/17354117591/,处理中
无法联系客服，不予退款,大唐国际商旅,退款,我通过建设银行app预订了涠洲岛北港21号民宿，2021年8月11号入住，1间1夜，总价990.00元(已预付)，7月28日四川成都疫情发生，现在所在地区要求非必要，不可外出成都，小朋友口罩不愿意佩戴，现在也不敢外出，想退，网上订单显示不可取消和修改，不予退款，联系大唐商旅客服多次，始终等待，无人接听。,2021/7/31,https://tousu.sina.com.cn/complaint/view/17354255356/,已完成
自拍问题,达达客户服务,撤销处罚,我在烈日下拍照，露出达达工服标识，安规定戴着头盔和口罩，漏出的脸部面积比较少，因光照问题，判定我自拍不合格，罚了我30元，扣了10分服务分！,2021/7/15,https://tousu.sina.com.cn/complaint/view/17354029795/,已完成
通知航线取消，目前滞留韩国的口罩已经被该公司处理,转运四方TransRush,赔偿货物损失金额,2020年疫情爆发在Gmarket下单转运的口罩，到了仓库无入库，随后几天被列入违禁品。我申请给转寄到其他物流也不给操作，就叫我等解禁。期间发了多封工单进行查询解禁状态，均为未解禁。2020.3月还在qq群问此事仍旧回复还不能运输。2021.7月我在qq群咨询时被告知韩国线路取消了。跟我说我怎么没去改地址？货物肯定不在了。...,2021/7/18,https://tousu.sina.com.cn/complaint/view/17354077712/,处理中
抖音平台售假销售,抖音短视频,赔偿,字节跳动下面抖音平台进行虚假宣传，捆绑销售，采用捆绑销售，普通50个口罩49.9元+电动自行车19.9元，假冒伪劣口罩肯定不值49.9元，19.9元电动车一直不发货。请抖音平台进行发货，如果不发货，按照假冒伪劣，虚假宣传进行处罚，赔付我10倍赔偿。,2021/7/10,https://tousu.sina.com.cn/complaint/view/17353961883/,已完成
淘宝店铺诚毅医疗口罩定制，售假拒不回复,阿里客服,赔偿,我于八月五日从此店铺购买奥运口罩，商家说是出自一个工厂，到货后发现和奥运口罩一模一样，据我所知奥运口罩由朋来制药有限公司独立制造并拥有独立知识产权，而这个店铺知假售假，根据消费者权益保护法第五十五条经营者提供商品或者服务有欺诈行为的，应当按照消费者的要求增加赔偿其受到的损失，增加赔偿的金额为额为...,2021/8/9,https://tousu.sina.com.cn/complaint/view/17354374929/,处理中
美团微笑行动扣款500,美团网客服小美,退款,美团专送骑手app微笑行动检测（人脸识别、检查头盔、口罩、服装）未能及时注意到没提交处理。以一个并没有造成任何坏影响的情况为理由，扣款我五百。美团集团身为中国的大企业剥削骑手时毫不留情。,2021/7/20,https://tousu.sina.com.cn/complaint/view/17354108335/,已完成
贝优享店铺发错货，退货需要自理邮费，客服阴阳怪气，态度恶劣,抖音短视频,"退款,赔偿,作出处罚,道歉",我在直播间买到的这个口罩，直播说拍30个可以混装（有直播回放）我下单前又询问了客服让备注，收到货后只给我发了一个颜色，联系商家处理，商家态度极其恶劣阴阳怪气，说没有看见备注？要求平台封了直播间，虚假宣传，欺骗消费者，服务态度恶劣，售后无保障！！,2021/7/30,https://tousu.sina.com.cn/complaint/view/17354250894/,已完成
美团出租车司机疫情期间不戴口罩，漫天要价,美团网客服小美,"赔偿,道歉,改善服务,作出处罚,退款,解释,开发票",事发于2021年7月27日南京疫情高发期间，经“美团”app打车服务约到车牌号为苏ADC1269的出租车，司机为郭师傅。 1.郭师傅行车全程未戴口罩（见图1），且数次试图与本人谈话打扰乘客休息，本人认为该司机未遵守疫情防控相关政策，未做好自身的防护，给乘客带来了极大的不安全因素。 2.未见郭师傅开启出租车打表器，到达目的...,2021/7/27,https://tousu.sina.com.cn/complaint/view/17354197360/,已完成
康泰人寿,泰康保险集团,退保,在地铁口领取免费口罩的时候莫名其妙被投保了,2021/7/2,https://tousu.sina.com.cn/complaint/view/17353863739/,已完成
投诉去哪儿旅行违规扣除退订部分费用370,去哪儿网客服,退款,本打算带小孩去东北探亲，然后再去北京游玩，因机场疫情原因考虑2位小孩年龄小口罩带不了，出行不安全因素要求退订，去哪儿旅行客服人员表示要退订就要扣部分费用370元，只有同意才能退订，表示不同意不可以退订，被逼无耐同意退订,2021/7/28,https://tousu.sina.com.cn/complaint/view/17354220585/,已回复
成都疫情开心麻花不予改期和退款,开心麻花,退款,我于7月27号在开心麻花的公众号上买了四张7月30号的票，但目前因为成都疫情原因我想退票，但是平台方拒绝退票，我说那我不退，改期延后也可以阿，对方也不同意。难道就可以这么不管不顾吗？一群人在一个狭小的剧场看演出，哪怕有口罩都打了疫苗也很危险吧，希望有关部门可以加强管制,2021/7/28,https://tousu.sina.com.cn/complaint/view/17354212383/,处理中
误导/诱导填个人信息，投保无正式通知，无退保路径。,泰康保险集团,退保并清除我的个人信,在地铁站买口罩的机子里面操作，广告占满屏幕以为是口罩公众号注册，填完信息就提示保险完成，诉求为无要求退保并清除个人信息。,2021/7/2,https://tousu.sina.com.cn/complaint/view/17353854216/,已完成
滴滴出行客服,滴滴出行客服,改善服务,我的账号无缘无辜就不能接单了，希望滴滴出行客服能给个明白的说法，多少给个解释，说我非注册车主本人接单，这个车一直是我自己使用，验口罩的时候可能拍到乘客了然后就给我封号了,2021/8/11,https://tousu.sina.com.cn/complaint/view/17354016710/,已完成
