序号,事件标题,日期,链接,数据来源,投诉对象,投诉要求,投诉内容,投诉进度
77,客户选择多拍、错拍、不想要，邮费理应客户自己承担,2021-02-02,https://tousu.sina.com.cn/complaint/view/17352154018/,投诉,拼多多客户服务,赔偿,童车在我们店铺购买一辆儿童电动车，收到以后反馈有配件损坏，我们第一时间承诺免费补寄配件，给到客户补寄单号，第二天客户以不满意车子为由申请退款，选择多拍、错拍、不想要，我们同意退款，发送地址，客户选择德邦邮费475元，客户上传快递费用凭证，我们收到货第一时间给客户退款，过不久拼多多平台直接把客户退款邮...,处理中
78,拼多多洛贝奇儿童玩具店涉嫌欺诈消费者,2021-01-02,https://tousu.sina.com.cn/complaint/view/17351812593/,投诉,拼多多客户服务,退款,12.26日购买洛贝奇儿童玩具店的儿童车，货没收到，显示签收，找物流，发现是虚拟发货，特以打了物流证明，找到商家，商家关闭店铺，找拼多多，拼多多不予理睬，不知道该如何求助谁,处理中
79,淘宝商家店大欺客，虚假宣传，淘宝客服解决不了，客户如何维权？,2021-01-02,https://tousu.sina.com.cn/complaint/view/17351809425/,投诉,阿里客服,"道歉,作出处罚,补发新的",花1000买的儿童车，虽然订单时间有一年了，但是真正使用时间不超过两三个月。现在电瓶坏了，找商家，商家爱理不理，让90元买个新的，或者退回去换新的，注意⚠️来回运费自理，稍微有常识的都知道电瓶很重很重，除了不好运输外运费贼贵商家当初承诺的终身质保维修是虚假宣传吗问淘宝客服也解决不了，像我们这种已经完...,处理中
80,小车退运费180元,2021-05-27,https://tousu.sina.com.cn/complaint/view/17351723644/,投诉,拼多多客户服务,退款,退运费180元，小童车运费拼多多客服服务态度差,处理中
81,假货，退货淘宝私自关闭订单导致运费险失效,2020-12-30,https://tousu.sina.com.cn/complaint/view/17351782970/,投诉,阿里客服,"退款,赔偿,退货,下架产品",2020年12月20号在淘宝网购买儿童车雨罩一个。收到后因为没有商标而且刺鼻的味道很大，肯定是假货，然后申请退货，期间退货时间是9天时间，我找快递退货，单号填上以后，快递告知要3天后发走，因为疫情要检查。我想有9天的时间就同意快递等待3天时间了，但回来发现淘宝私自退款成功了，理由是没有物流信息，不是有9天的退...,处理中
82,淘宝客服和商家爱宝贝儿童超市用伪造的快递证明凭证关闭订单不退款,2020-12-21,https://tousu.sina.com.cn/complaint/view/17351696227/,投诉,阿里客服,"退款,赔偿,道歉,作出处罚",本人8月份在淘宝买一辆童车，由于质量问题客服介入支持退货退款，退货后商家伪造一张快递证明凭证以影响二次销售为由恶意拒收，淘宝未审核证明凭证真伪〔也许是勾结〕，之后改为不支持售后并关闭订单。本人在得到国家邮政局鉴定证明凭证是伪造的回复后，多次与淘宝交涉下，客服回复支持退货退款，不过商家帐户没钱，等催...,处理中
83,购买一个3199儿童安全座椅，开具虚假发票,2020-12-12,https://tousu.sina.com.cn/complaint/view/17351605191/,投诉,gb好孩子,"更换,解释",购买一款好孩子VAYA360儿童安全座椅，但是发票开过来，发票信息与实际购买不符。开成儿童车2辆。申请开具真实商品发票。,已完成
84,淘宝网商家 爱尚童车品牌店,2020-12-04,https://tousu.sina.com.cn/complaint/view/17351522347/,投诉,阿里客服,"道歉,作出处罚,换货",商家商品质量问题维修却要求买家支付邮费才处理,处理中
85,砍价成功后 领取不到物品,2020-11-25,https://tousu.sina.com.cn/complaint/view/17351432648/,投诉,阿里客服,"赔偿,道歉,作出处罚,补发赠品",参加了淘宝特价版砍价活动，已砍价成功，但是在最后领取的页面，根本就点不了，领取不到物品，反应给客服之后，客服居然说赔偿10元无门槛优惠券，难道这个儿童车只值10块钱吗请核实活动的真假，补发物品,处理中
86,拼多多砍价,2020-11-24,https://tousu.sina.com.cn/complaint/view/17351427781/,投诉,拼多多客户服务,"赔偿,作出处罚,发货",你好，我在拼多多砍价里砍了一个儿童车，拼多多砍价里上面显示还剩0.17元的时候，我又邀请了几个人帮我砍价，砍到0元的时候价钱变了，变成在砍0.99元，这是典型的欺骗消费者，商家不作为，请严查,处理中
87,天猫永久旗舰店童车质量堪忧，商家同意退货但不承担退回物流费用,2020-11-20,https://tousu.sina.com.cn/complaint/view/17351388536/,投诉,天猫,退货,双十一预订的天猫永久旗舰店童车一辆，11月3日签收后发现车身正处磕碰，并且飞轮多处十分粗糙，不敢让孩子骑行，遂申请退货退款。商家承认自身质量问题，许诺赔偿20元，我未同意，后经两次店小二介入，均让买家承担物流费用。后经买家多次拨打天猫客服电话沟通，直到11月20日天猫同意由平台承担100元物流费用。但是，此...,处理中
88,拼多多凤凰童车精品满心店发来的平衡车零件不匹配无法安装,2020-11-17,https://tousu.sina.com.cn/complaint/view/17351360707/,投诉,拼多多客户服务,退货退款,拼多多凤凰童车精品满心店发来的平衡车零件不匹配无法安装，拼多多平台砍价免费得。方案一商家重新配送螺丝等不匹配零件给用户安装。方案二用户退货，商家退款，砍价399拿，商户店内标价108，用户要求退款符合商户店内标价108元人民币。,处理中
89,天猫退货儿童车，我是寄件人，圆通快递停留在广东南海三天不中转，答复是否丢件。,2020-11-19,https://tousu.sina.com.cn/complaint/view/17351378244/,投诉,圆通速递,解释,我是寄件人，单号YT5035336189***请核实是否丢件，及时答复,已完成
90,虚假发货，欺骗手段,2020-11-11,https://tousu.sina.com.cn/complaint/view/17351288048/,投诉,拼多多客户服务,"赔偿,道歉,作出处罚,发货",商品是一辆儿童车，说是已经发货了，我等了一个礼拜都没收到货，查了单号天天快递，打电话问快递，快递说件一直在一个地方不动了，没有物流信息，而且重量只有0.1，说不可能是辆车，又问商家，她说不是天天快递，天天快递单号是错的，又说下午给我单号，我又等了半天给了个顺丰单号，查了查是个还没发出的单号，都没有揽...,处理中
91,在拼多多买的商品，没有收到货物，也没有退款,2020-11-05,https://tousu.sina.com.cn/complaint/view/17351239569/,投诉,拼多多客户服务,"退款,赔偿,道歉,作出处罚,改善服务",在拼多多购买了一个儿童车，然后没有收到货，也联系不到客服，也退不了款。,处理中
92,闲鱼买的全新商品质量问题，一次维权失败，二次维权后只能退回一半的钱,2020-11-08,https://tousu.sina.com.cn/complaint/view/17351259304/,投诉,闲鱼官方客服,"退款,退货,运费",在闲鱼上购入全新儿童车190元包邮，收到货后按卖家给的视频安装，发现主体做工有问题导致螺丝不能安装，车与车轮不能完全固定住，卖家联系厂家未果，认定说是我不会安装，整个包裹就5颗螺丝，其他都对号入座，唯有一个孔任何螺丝不能固定，我申请退货退款，卖家要我承担运费，我申请小二介入，螺丝上不去的问题只能视频...,处理中
93,启东悟悦广场三楼趣捞鱼,2020-11-03,https://tousu.sina.com.cn/complaint/view/17351217011/,投诉,启东吾悦广场趣捞鱼,作出处罚,商家起初称100块可买7次票，票在底楼电动儿童车和三楼趣捞鱼项目通用的，一次一张。11月1日前往吾悦广场一楼，电动儿童车项目已撤销，前往三楼趣捞鱼处，一女性营业员态度蛮横，告知我们票已过期，要用只能两张当一张用。但当时购票时营业员并未提前告知过期日，付款之后才将票交与我们。我们欲与该女性营业员理论，对方...,待分配
94,儿童自行车是坏的，商家拼多多平台不给处理。小花朵母婴童车店,2020-10-11,https://tousu.sina.com.cn/complaint/view/17351025926/,投诉,拼多多客户服务,"退款,作出处罚,退货",自行车发来就是坏的，我要求退货，商家让我自己出运费，我不同意，我找拼多多平台，平台说退我50元，这车的质量你就算白送我我也不敢给孩子骑。我说退，平台说让我垫付运费，然后去找商家协商运费问题。又不是我的问题，这运费我不能付。质量这么差的儿童自行车也敢拿出来卖，这是没伤着孩子，要是孩子骑着坏的，摔着孩...,处理中
95,京东合新母婴专营店发空包欺诈消费者在先，原样退回商品不 退款在后,2020-10-05,https://tousu.sina.com.cn/complaint/view/17350974682/,投诉,京东客服,"退款,赔偿,道歉,作出处罚,改善服务",事情是这样的，在2020年6月14日，我在京东商城合新母婴专营店下单购买了一款叫（儿童电动车摩托车三轮车男孩宝宝女孩童车可坐人充电双驱动大号 大号红色三轮版）的儿童玩具摩托车，平台上的单号YT3122827955***显示2020年6月16日下午15.54分签收了，我也为此联系过快递方，快递方载图了圆通内部资料和货到各站点的视频截...,已完成
96,拼多多乐乐熊童车玩具店卖家不给退款,2020-09-29,https://tousu.sina.com.cn/complaint/view/17350936909/,投诉,拼多多客户服务,退款,4岁的孩子不小心购买了儿童电动车，卖家也没有跟我确认收货地址，就给我发货，卖家是有运费险的，跟卖家沟通，说货到了，直接拒收。儿童车卖家已经签收，可就是联系不到卖家退款，已发过好几个信息，就是没有回应，不管怎么样，应该把钱给我退了吧。,处理中
97,投诉京东永久童车官方旗舰店产品质量不合格欺诈销售,2020-09-22,https://tousu.sina.com.cn/complaint/view/17350871098/,投诉,京东客服,"退款,退货",投诉京东永久童车官方旗舰店产品质量不合格欺诈销售 购买的自行车6/27签收后觉得味道特别巨大，在通风吹了几天后仍有很大气味就7月初与客服联系。客服告知正常现象需通风。 之后7月8月9月均多次与客服沟通，尝试退货客服一直回答正常现象多通风就好了，有这个过程吹几个星期就好了。 介于相信永久的品牌相信了永久的客...,已回复
98,拼多多砍价成功不发货,2020-09-08,https://tousu.sina.com.cn/complaint/view/17350758824/,投诉,拼多多客户服务,"赔偿,发货",一直是拼多多的老客户，也不砍价还有几天儿子生日本来想着买个车送他，结果刚好有人发来链接让我砍价看到一款儿童车，出于信赖就砍了我微信有2600多人，扣扣有一千多人，东西砍成都是我一批批群发，然后一个个私信让砍得，，为了给儿子砍这个我还专门请了假，因为我知道比较难，都是一分一分的，结果好不容易砍成竟然...,处理中
99,淘宝店：牛顿童车官方企业店,2020-09-02,https://tousu.sina.com.cn/complaint/view/17350709287/,投诉,阿里客服,"改善服务,24小时内补发",淘宝订单号1203263965997404***该订单由8月27日（星期四）签收，在使用了一天后，配件出现损坏，影响正常使用，才用了一天8月29号就发现产品就出现配件损坏，产品支架衔接处直接爆开断裂，立即联系了客服，售后承诺一月内配件出现任何问题不管是人为还是自然损坏承诺免费补发配件，当晚要求补发后，客服立即给了圆通补发...,处理中
100,京东合新母婴专营店发空包欺诈消费者，开始发空包骗人，后来商品找到退回之后不退款,2020-09-02,https://tousu.sina.com.cn/complaint/view/17350702692/,投诉,京东客服,"退款,赔偿,道歉",在2020年6月14日，我在京东商城合新母婴专营店下单购买了一款叫（儿童电动车摩托车三轮车男孩宝宝女孩童车可坐人充电双驱动大号 大号红色三轮版）的儿童玩具摩托车，平台上的单号YT3122827955***显示2020年6月16日下午15.54分签收了，我也为此联系过快递方，快递方载图了圆通内部资料和货到各站点的视频截图，YT31228...,已完成
101,淘宝上孩子乐童车充电器爆炸,2020-08-25,https://tousu.sina.com.cn/complaint/view/17350635862/,投诉,阿里客服,赔偿,在手机淘宝上店名叫（孩子乐童车）家买的孩子能开的电动汽车，买回来第一次充电充电器就爆炸了，特别吓人，充电器飞出去三米远，孩子都吓着了，联系商家要求退货，商家不退，只给换充电器和电池，但是已经存在安全隐患，孩子才一岁，不敢再玩。如果不退款，要求赔偿金额200元，车是658买的，商家态度不好，不给退货，不...,处理中
102,淘宝飞鸽童车玩具店，三轮童车质量问题,2020-08-21,https://tousu.sina.com.cn/complaint/view/17350598689/,投诉,阿里客服,"赔偿,道歉,改善服务,解释",三轮童车质量问题，座椅螺丝脱落，把我儿子摔落。客服口口声声说我未加固导致，和需要有人监护。我儿子目前刚刚学步，所以时刻有保姆和我妻子监护。座椅直接倾斜掉落，并不是有人监护就可以避免的而且客服说需要对配件自行加固，我未看到详情页面有提示，安装说明书也没提示，在出问题之前也没有客服提示我。现在却推...,处理中
103,纽贝耳童车旗舰店车子质量有问题，不承担运费,2020-08-21,https://tousu.sina.com.cn/complaint/view/17350605477/,投诉,天猫,"赔偿,道歉,退货",2020.8.18在淘宝纽贝耳童车旗舰店下单购买了一辆婴儿手推车，回来组装完发现车子发现车子车篮子不牢固，想退了，但是发现运回去的运费有六十二块，除去有运费险十二还有五十，所以我要求商家承担全部的运费，毕竟是车子的质量问题，我要求商家承担全部运费,处理中
104,京东合新母婴专营店发空包欺诈消费者，买玩具摩托车发一个不到0.05公斤的空包骗人,2020-08-16,https://tousu.sina.com.cn/complaint/view/17350558877/,投诉,京东客服,"退款,赔偿,道歉",在2020年6月14日，我在京东合新母婴专营店下单购买了一款叫（儿童电动车摩托车三轮车男孩宝宝女孩童车可坐人充电双驱动大号 大号红色三轮版）的儿童玩具摩托车，直到现在我都没有收到京东卖家发过来的商品，为此我多次询问卖家客服，客服次次答非所问，不正面回复问题，平台上的单号YT3122827955***显示2020年6月16日下...,已完成
105,淘宝不能买大价钱太重的东西，扣的太多运费，没收货还扣运费，以后还是实体店买东西吧,2020-08-04,https://tousu.sina.com.cn/complaint/view/17350451329/,投诉,阿里客服,"退款,作出处罚,下架产品",网上873元买了个童车，两天后我点了退货，货物我拒收了，淘宝卖家一直拖的要运费，我说出70块差不多我也没有收货，直接扣了我150运费，以后淘宝不能买大价钱的东西，买了退可费事了扣你运费太贵,处理中
106,慧慧乐进口玩具店销售质量不过关的产品,2020-07-27,https://tousu.sina.com.cn/complaint/view/17350392595/,投诉,阿里客服,退款,2020年7月18日在淘宝此商家给孩子买的儿童踏板车，货物收到安装后发现童车的左侧万向轮不好使。有故障。不转动。我方要求重新发左侧轮，商家不发轮坚持要发润滑油。我方质疑不是润滑油问题。是车子轮子的质量存在问题。没办法商家不重新发轮只能等润滑油。 3天后收到润滑油涂抹于车子上依然不好用。同时发现车子固定轮胎...,处理中
107,米蓝图旗舰店的婴儿推车有重大安全隐患，已有众多孩子受伤，商家仍然不改进继续售卖,2020-07-17,https://tousu.sina.com.cn/complaint/view/17350305560/,投诉,宁波溜溜童车有限公司,"赔偿,改善服务",本人于2020年2月23日购买这款婴儿推车，使用共有六七次左右，5月21号突然发现这款推车存在巨大安全隐患，后面卡扣不紧，我孩子七个多月，路上推着，车子突然散开，车子围栏部分带着孩子扑倒在前面，水泥路面摔的孩子满脸是血，额头鼻子都摔肿出血，嘴巴也摔破了出血，经过检查我发现这款车子在锁了卡扣情况下，轻轻一甩...,待分配
108,淘宝商家快乐baby小诗童车店购买的德国youbi婴儿推车一键折叠轻便款打不开,2020-07-16,https://tousu.sina.com.cn/complaint/view/17350296005/,投诉,阿里客服,"退款,退货",淘宝商家快乐baby小诗童车店购买的德国youbi婴儿推车一键折叠轻便款，买回来后好长时间都没有用，在打开时有一边打不开而且座板倾斜，联系商家商家说我不会用，因为工作忙的原因跟阿里客服也反应过，就是不解决，理由是我不会用，没有保质期没有售后，说不几句就不理我了，也不给解决，没办法现在我又重新买了个,处理中
109,618搞活动，小嘎子金牌童车点卖伪劣产品儿童汽车,2020-07-13,https://tousu.sina.com.cn/complaint/view/17350270784/,投诉,阿里客服,"退款,道歉,作出处罚,下架产品",在618活动期间用朋友的淘宝账号在小嘎子金牌童车店买入一辆优惠后价值740元的一辆童车。童车发过来第二天晚上家里人安装，当时车座一直装不上，想着天太晚估计看不清楚。并清点客服所说发的赠品，发过来两件坏的，一件不配套。儿童平板是破损，儿童小型玩具汽车后轮问题装电池后轮卡不能玩，一个遮阳棚根本不能安装不配...,处理中
110,淘宝平台纵容淘宝商户违法出售个人信息,2020-07-10,https://tousu.sina.com.cn/complaint/view/17350247849/,投诉,阿里客服,"赔偿,道歉,作出处罚",1110091650114523***这是淘宝订单号，淘宝商家低价诱惑购买他们童车，商家得到个人信息后非法给他人，又以45天的发货期为由拒绝发货，联系不上卖家，卖家设置的自动回复让加他个人微信，同时微信也加不上，举报商家给淘宝客服后，淘宝客服一再推脱不做任何处理，商家商品仍然在卖，商家仍然联系不上,处理中
111,希诺童车,2020-07-04,https://tousu.sina.com.cn/complaint/view/17350195662/,投诉,拼多多客户服务,"退款,赔偿,道歉,退货,维修",推车质量太差劲了，买成118块钱才用1个多月推车都烂了，感觉自己上当了，完全在欺骗消费者,已完成
112,拼多多售后无法维权，商家已同意，资金限制，威仔威女儿童乐园,2020-06-21,https://tousu.sina.com.cn/complaint/view/17350083897/,投诉,拼多多客户服务,"退款,赔偿",5月28号我在拼多多上购买的童车，后来卖家因为特殊情况不能按时发货，已经和商家协商好了，退款，申请后，拼多多说订单异常，给取消了，商家的资金也冻结无法提现，也就无法退货给我们，到现在已经23天了，现希望你们帮助我们让拼多多同意我们的退款请求,已完成
113,童乐宝贝童车店 一直不退款,2020-06-18,https://tousu.sina.com.cn/complaint/view/17350053066/,投诉,阿里客服,退款,不找淘宝，没人解决，一值都是找上他们才处理，到现在没有解决方法，人都要气死,处理中
114,威仔威女儿童乐园虚假发货，联系不上商家，退款被拼多多退回,2020-06-14,https://tousu.sina.com.cn/complaint/view/17350018175/,投诉,拼多多客户服务,退款,5.27在威仔威女儿童乐园购买一辆儿童车，商家发货后并没有收到真实快递。联系商家客服没有人回复，店铺商品也显示下架。申请退款显示订单异常被拼多多平台拒绝，现在申请拼多多退款，谢谢,已完成
115,闲鱼卖家hello–b，出售假冒品牌为小泰克的儿童车，,2020-06-15,https://tousu.sina.com.cn/complaint/view/17350029399/,投诉,闲鱼官方客服,"赔偿,作出处罚,退货,下架产品",这件商品的标题及商品描述都是说是小泰克的儿童车，对话也确认了，但是收到货根本就是个假冒的杂牌，跟小泰克做的一模一样，我质问他，还把我拉黑了，我举报淘宝，淘宝居然不认定为假货我要退货还要我自己付邮费我觉得我应该得到赔偿这家店应该被封店的地址如下 https//2.taobao.com/item.htmid=609815490***&...,处理中
116,鑫木玛童车品质店寄出的车缺少多种配件，未能及时补发,2020-06-11,https://tousu.sina.com.cn/complaint/view/17349998157/,投诉,阿里客服,赔偿,在该店购买的一款儿童自行车，收到时配件严重缺少，自行车篮子严重变形，没有脚踏，没有坐垫，没有螺丝，礼包购买的安装工具也没有，我无法安装，联系客服补发配件，客服6月1号就给我单号，可是我过了四五天都查不到运单信息，没有按约定时间补发配件，导致我多日未收到配件，无法安装。我申请退货，因为卖家商品缺失的...,处理中
117,拼多多飞鸽精选童车店以次充好发货，不予解决退货运费。,2020-06-06,https://tousu.sina.com.cn/complaint/view/17349951358/,投诉,拼多多客户服务,"退款,改善服务,解释",拼多多以次充好发送砍价商品，客户发现后商家拒不承认发错货，经过多次投诉才承认仓库发错货，处理过程非常缓慢，一味的要求我拒收快递，可是快递已经签收无法拒收，经协商同意客户寄回商品后序补偿运费。客户第一时间将错误商品寄回并支付45元运费，商家收到货后长时间不补发，终于收到正确商品后，之前说好的退货运费...,已完成
