Column1,日期,事件标题,国家,区域,消费品名称,涉及的消费品数量,伤害事件,事件来源,消费品一级类别,消费品二级类别,链接,伤害类型,严重程度,伤害类别,消费品危害类型,消费品一级危害类型,消费品二级危害类型,消费者年龄,消费者受教育程度,消费者职业,健康状况,消费品问题部件,尺寸,绳索及类似物,不透气,填充物,锐利边缘,部件空隙或开口,尖角,光滑表面,粗糙表面,小零件,昼夜,温度,湿度,海拔,稳定性,腐蚀性,速度,腐蚀物,坎坷,爬坡,下坡,地面摩擦,斜坡,楼梯,灰尘,静电,辐射,警示标识缺失,高温表面,高温液体,高温气体,低温表面,低温液体,低温气体,明火,高低电压,过热,漏电,短路,接触不良,铁芯发热,散热不良,稳定性噪音危害,变动性噪音危害,脉冲性噪音危害,爆炸性气体,爆炸性粉尘,爆炸性喷雾,聚合爆炸,蒸发爆炸,液体混合爆炸,爆炸性化合物,固体爆炸性物质,爆炸性气体_1,旋转部件牵扯,飞行物体撞击,移动部件挤压,机械稳定性,机械强度,弹性组件失控,压力空间失控,热辐射危害,激光辐射,紫外线辐射,X光线辐射,高频电磁辐射,低频电磁辐射,甲醛,乙醛,丙烯醛,其它有毒醛类,蒽类化合物,菲类化合物,芘类化合物,其它有毒芳香稠环类化合物类,N-杂环化合物,S-杂环化合物,O-杂环化合物,其它有毒杂环类化合物,有机氟化物,有机氯化物,有机溴化物,其它有毒有机氯化物,一氧化氮,一氧化碳,氯气,臭氧,氯化氢,硫化氢,其它有毒气体,砷,镉,铬,铜,汞,镍,铅,其它有毒重金属及其化合物,硫酸,盐酸,氢氧化钠,其它有毒酸碱类物,氢氰酸,氰化钾,氰化氢,其它无机氰化物,尘螨,蛔虫卵,绦虫卵,其它寄生虫危害,甲肝病毒,甲型流感病毒,轮状病毒,禽流感病毒,其它原生微生物危害,皮肤癣真菌,着色真菌,孢子丝菌,新生隐球菌,假丝酵母菌,曲霉,毛霉,卡氏肺孢菌,其它真核细胞微生物危害,大肠杆菌,沙门氏菌,副溶血性弧菌,金黄色葡萄球菌,腊样芽孢肝菌,其它原核细胞微生物危害
7979,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,113.107.136.90(广东-江门),儿童玩具,1,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7980,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,123.139.86.233(陕西-西安),儿童玩具,20,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7981,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,180.158.236.188(上海-上海),儿童玩具,10,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7982,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,43.249.136.54(天津-天津),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7983,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,218.59.109.225(山东-烟台),儿童玩具,10,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7984,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,106.91.63.131(重庆-重庆),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7985,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,101.17.85.112(河北-唐山),儿童玩具,1,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7986,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,110.53.160.92(湖南-长沙),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7987,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,223.104.176.213(辽宁-大连),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7988,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,221.131.85.244(江苏-镇江),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7989,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,101.39.111.92(北京-北京),儿童玩具,10,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7990,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,121.235.111.76(江苏-无锡),儿童玩具,1,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7991,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,222.72.139.146(上海-上海),儿童玩具,10,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7992,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,223.104.101.125(河北-唐山),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7993,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,222.217.69.197(广西-柳州),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7994,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,36.60.209.189(安徽-宿州),儿童玩具,10,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7995,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,101.22.6.239(河北-唐山),儿童玩具,1,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7996,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,124.64.18.138(北京-北京),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7997,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,101.94.216.69(上海-上海),儿童玩具,1,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7998,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,112.224.69.254(山东-潍坊),儿童玩具,1,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
7999,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,49.87.235.205(江苏-淮安),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
8000,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,113.132.8.228(陕西-西安),儿童玩具,1,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
8001,,车轮脱落，车轴露出会导致扎伤儿童身体,中国,117.136.14.45(广西-柳州),儿童玩具,5,车轮脱落，车轴露出会导致扎伤儿童身体,问卷调查,儿童用品,儿童家具,,"[擦伤,切割伤]",1,人身安全,[物理危害],[机械危害],"[形状和表面性能危害,动能危害]",未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,空,空,空,空,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,有,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
